id,bhk,property_type,sharing_type,gender_preference,location,area,,furnished,ac,fridge,washing_machine,geyser,wifi,water_24h,parking,cooking_allowed,light_bill_included,full_rent
1011,1BHK,Flat,Full,Family,Sector 6,Gandhinagar,,Semi,Yes,No,Yes,No,No,Yes,No,Yes,Yes,14000
1012,2BHK,Room,Sharing,Boys,Sector 13,Gandhinagar,,Basic,No,No,No,Yes,No,Yes,No,Yes,No,11000
1013,1BHK,Room,Sharing,Boys,Raysan,Gandhinagar,,Basic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,15000
1014,2BHK,Flat,Sharing,Family,Sector 6,Gandhinagar,,Semi,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,17000
1015,3BHK,Room,Full,Girls,Sector 6,Gandhinagar,,Basic,No,No,Yes,No,No,Yes,Yes,Yes,Yes,24000
1016,1BHK,House,Sharing,Boys,Kudasan,Gandhinagar,,Basic,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,19000
1017,1BHK,Flat,Sharing,Family,Sector 3,Gandhinagar,,Fully,No,Yes,No,No,Yes,Yes,Yes,Yes,No,10000
1018,3BHK,Tenament,Sharing,Boys,Sector 6,Gandhinagar,,Basic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,28000
1019,3BHK,House,Sharing,Boys,Raysan,Gandhinagar,,Basic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,27000
1020,2BHK,House,Sharing,Boys,Infocity,Gandhinagar,,Semi,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25000
1021,1BHK,Tenament,Full,Boys,Sector 3,Gandhinagar,,Semi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,10000
1022,3BHK,Room,Sharing,Boys,Infocity,Gandhinagar,,Basic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,36000
1023,3BHK,Flat,Sharing,Girls,Sargasan,Gandhinagar,,Basic,No,Yes,No,No,No,Yes,No,Yes,Yes,31000
1024,2BHK,Flat,Full,Girls,Sector 13,Gandhinagar,,Basic,No,No,Yes,No,Yes,Yes,No,Yes,Yes,13000
1025,1BHK,Room,Sharing,Any,Sector 5A,Gandhinagar,,Basic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,9000
1026,2BHK,Tenament,Full,Any,Kudasan,Gandhinagar,,Fully,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,22000
1027,2BHK,House,Sharing,Boys,Sector 13,Gandhinagar,,Semi,No,Yes,Yes,No,Yes,Yes,No,Yes,No,12000
1028,3BHK,Tenament,Sharing,Family,Vavol,Gandhinagar,,Semi,No,Yes,No,Yes,Yes,Yes,No,Yes,No,21000
1029,3BHK,Flat,Sharing,Any,Sector 13,Gandhinagar,,Semi,Yes,No,No,Yes,No,Yes,No,Yes,No,14000
1030,3BHK,Flat,Sharing,Girls,Kudasan,Gandhinagar,,Basic,Yes,Yes,No,No,No,Yes,No,Yes,Yes,35000
1031,3BHK,Flat,Full,Any,Vavol,Gandhinagar,,Basic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,18000
1032,3BHK,House,Full,Any,Sector 2,Gandhinagar,,Basic,Yes,No,Yes,No,No,Yes,No,Yes,No,24000
1033,2BHK,Room,Sharing,Boys,Kudasan,Gandhinagar,,Fully,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,23000
1034,1BHK,Tenament,Sharing,Girls,Sector 13,Gandhinagar,,Semi,Yes,Yes,No,No,No,Yes,Yes,Yes,No,8000
1035,3BHK,Tenament,Full,Girls,Kudasan,Gandhinagar,,Semi,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,36000
1036,2BHK,House,Full,Any,Sector 6,Gandhinagar,,Semi,No,Yes,No,No,No,Yes,No,Yes,Yes,22000
1037,3BHK,Tenament,Full,Girls,Sector 6,Gandhinagar,,Basic,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,26000
1038,3BHK,Room,Full,Any,Kudasan,Gandhinagar,,Fully,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,30000
1039,1BHK,Flat,Sharing,Any,Vavol,Gandhinagar,,Semi,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,12000
1040,3BHK,Room,Full,Boys,Sector 2,Gandhinagar,,Fully,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,31000
1041,3BHK,Tenament,Full,Boys,Sector 5A,Gandhinagar,,Basic,No,Yes,Yes,No,Yes,Yes,No,Yes,No,23000
1042,3BHK,Flat,Sharing,Any,Sector 2,Gandhinagar,,Fully,No,Yes,Yes,No,Yes,Yes,No,Yes,No,25000
1043,2BHK,Room,Full,Family,Sector 5A,Gandhinagar,,Basic,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,14000
1044,1BHK,Room,Sharing,Boys,Sector 6,Gandhinagar,,Basic,No,Yes,No,No,No,Yes,No,Yes,Yes,12000
1045,3BHK,House,Sharing,Family,Sector 2,Gandhinagar,,Semi,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,29000
1046,2BHK,Room,Sharing,Girls,Sector 5A,Gandhinagar,,Fully,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,19000
1047,1BHK,Flat,Full,Boys,Sector 2,Gandhinagar,,Semi,Yes,No,No,No,Yes,Yes,No,Yes,No,16000
1048,2BHK,Tenament,Full,Any,Sargasan,Gandhinagar,,Semi,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,21000
1049,3BHK,Room,Full,Any,Sector 2,Gandhinagar,,Semi,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,32000
1050,3BHK,Tenament,Full,Girls,Sector 6,Gandhinagar,,Semi,No,No,Yes,Yes,No,Yes,No,Yes,No,25000
1051,3BHK,House,Sharing,Boys,Sector 3,Gandhinagar,,Basic,No,No,No,Yes,No,Yes,Yes,Yes,Yes,20000
1052,2BHK,Room,Sharing,Any,Sector 6,Gandhinagar,,Semi,Yes,No,No,Yes,No,Yes,No,Yes,No,22000
1053,1BHK,House,Full,Family,Sector 6,Gandhinagar,,Semi,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,13000
1054,3BHK,House,Full,Boys,Sargasan,Gandhinagar,,Semi,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,37000
1055,3BHK,Flat,Full,Girls,Sector 5A,Gandhinagar,,Semi,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,20000
1056,1BHK,House,Full,Boys,Raysan,Gandhinagar,,Fully,Yes,No,Yes,No,No,Yes,No,Yes,No,13000
1057,2BHK,House,Full,Family,Kudasan,Gandhinagar,,Basic,No,No,No,Yes,No,Yes,No,Yes,No,27000
1058,3BHK,Flat,Sharing,Family,Sector 6,Gandhinagar,,Fully,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,29000
1059,3BHK,Tenament,Sharing,Boys,Sector 6,Gandhinagar,,Semi,Yes,No,No,Yes,Yes,Yes,No,Yes,No,22000
1060,3BHK,Tenament,Sharing,Family,Vavol,Gandhinagar,,Semi,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,19000
1061,3BHK,Flat,Full,Any,Sector 2,Gandhinagar,,Fully,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,32000
1062,3BHK,Flat,Full,Any,Kudasan,Gandhinagar,,Fully,No,No,No,Yes,No,Yes,No,Yes,No,30000
1063,2BHK,Room,Sharing,Family,Sector 2,Gandhinagar,,Semi,Yes,Yes,No,No,Yes,Yes,No,Yes,No,19000
1064,2BHK,Flat,Full,Boys,Infocity,Gandhinagar,,Basic,No,Yes,No,No,Yes,Yes,No,Yes,No,26000
1065,3BHK,Room,Full,Family,Vavol,Gandhinagar,,Fully,Yes,No,No,No,Yes,Yes,Yes,Yes,No,18000
1066,2BHK,Flat,Sharing,Boys,Raysan,Gandhinagar,,Fully,Yes,No,No,No,No,Yes,Yes,Yes,Yes,21000
1067,1BHK,House,Full,Girls,Vavol,Gandhinagar,,Semi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,8000
1068,3BHK,Flat,Sharing,Family,Vavol,Gandhinagar,,Fully,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,19000
1069,2BHK,Tenament,Sharing,Boys,Sector 6,Gandhinagar,,Fully,No,Yes,No,No,No,Yes,Yes,Yes,No,18000
1070,1BHK,Flat,Sharing,Boys,Sargasan,Gandhinagar,,Fully,Yes,No,No,No,Yes,Yes,No,Yes,Yes,18000
1071,3BHK,Room,Sharing,Family,Sargasan,Gandhinagar,,Semi,No,Yes,No,Yes,No,Yes,No,Yes,Yes,40000
1072,3BHK,Flat,Sharing,Family,Sector 3,Gandhinagar,,Semi,No,No,No,No,Yes,Yes,No,Yes,No,19000
1073,3BHK,Room,Sharing,Boys,Sargasan,Gandhinagar,,Basic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,32000
1074,2BHK,Tenament,Full,Any,Sector 5A,Gandhinagar,,Basic,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,15000
1075,2BHK,Room,Full,Family,Sector 3,Gandhinagar,,Fully,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,15000
1076,1BHK,Tenament,Full,Girls,Kudasan,Gandhinagar,,Fully,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,15000
1077,3BHK,Room,Full,Girls,Sector 3,Gandhinagar,,Fully,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,17000
1078,2BHK,Room,Full,Any,Sector 5A,Gandhinagar,,Fully,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,19000
1079,3BHK,Flat,Full,Girls,Sector 5A,Gandhinagar,,Semi,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,21000
1080,3BHK,Tenament,Full,Family,Kudasan,Gandhinagar,,Semi,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,33000
1081,2BHK,House,Full,Girls,Sector 3,Gandhinagar,,Fully,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,14000
1082,3BHK,Room,Full,Family,Sector 5A,Gandhinagar,,Basic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,25000
1083,3BHK,Flat,Sharing,Boys,Kudasan,Gandhinagar,,Semi,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,30000
1084,2BHK,Tenament,Sharing,Any,Sargasan,Gandhinagar,,Semi,Yes,No,No,No,No,Yes,No,Yes,No,22000
1085,2BHK,Flat,Sharing,Family,Kudasan,Gandhinagar,,Fully,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,24000
1086,2BHK,Flat,Sharing,Family,Sector 3,Gandhinagar,,Semi,Yes,No,No,Yes,Yes,Yes,No,Yes,No,15000
1087,1BHK,Tenament,Full,Family,Sargasan,Gandhinagar,,Fully,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,14000
1088,2BHK,House,Sharing,Family,Sector 13,Gandhinagar,,Basic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,9000
1089,1BHK,Tenament,Full,Any,Vavol,Gandhinagar,,Semi,No,No,Yes,Yes,No,Yes,Yes,Yes,No,10000
1090,3BHK,House,Sharing,Girls,Sector 6,Gandhinagar,,Fully,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,23000
1091,2BHK,Tenament,Full,Family,Sector 6,Gandhinagar,,Basic,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,21000
1092,1BHK,Room,Full,Boys,Sector 3,Gandhinagar,,Fully,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,8000
1093,3BHK,Tenament,Sharing,Family,Sector 6,Gandhinagar,,Basic,No,Yes,Yes,Yes,No,Yes,No,Yes,No,25000
1094,3BHK,Flat,Sharing,Any,Sector 6,Gandhinagar,,Semi,Yes,Yes,Yes,No,No,Yes,No,Yes,No,24000
1095,1BHK,Room,Sharing,Family,Raysan,Gandhinagar,,Semi,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,13000
1096,1BHK,House,Full,Girls,Sector 6,Gandhinagar,,Fully,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,11000
1097,1BHK,Room,Sharing,Boys,Infocity,Gandhinagar,,Fully,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,19000
1098,2BHK,House,Sharing,Girls,Sector 3,Gandhinagar,,Basic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,11000
1099,1BHK,Flat,Full,Boys,Sector 2,Gandhinagar,,Basic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,12000
1100,1BHK,Tenament,Full,Family,Sector 13,Gandhinagar,,Semi,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,7000
1101,1BHK,Tenament,Sharing,Any,Vavol,Gandhinagar,,Fully,No,Yes,No,No,No,Yes,Yes,Yes,Yes,12000
1102,3BHK,Tenament,Sharing,Family,Raysan,Gandhinagar,,Basic,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,34000
1103,1BHK,Flat,Full,Any,Sargasan,Gandhinagar,,Semi,Yes,Yes,No,No,Yes,Yes,No,Yes,No,14000
1104,3BHK,House,Sharing,Any,Infocity,Gandhinagar,,Fully,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,42000
1105,2BHK,Tenament,Sharing,Any,Infocity,Gandhinagar,,Basic,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,26000
1106,3BHK,Tenament,Sharing,Boys,Sector 6,Gandhinagar,,Semi,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,23000
1107,2BHK,Tenament,Full,Boys,Sector 6,Gandhinagar,,Semi,No,No,No,No,No,Yes,No,Yes,No,22000
1108,1BHK,Tenament,Sharing,Girls,Sector 13,Gandhinagar,,Semi,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,8000
1109,3BHK,Room,Full,Boys,Infocity,Gandhinagar,,Basic,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,40000
1110,2BHK,House,Sharing,Girls,Sector 3,Gandhinagar,,Fully,Yes,Yes,No,No,Yes,Yes,No,Yes,No,15000
1111,1BHK,Tenament,Sharing,Any,Kudasan,Gandhinagar,,Basic,No,No,No,Yes,Yes,Yes,No,Yes,No,15000
1112,1BHK,Room,Full,Any,Sargasan,Gandhinagar,,Basic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,17000
1113,2BHK,Room,Full,Girls,Sargasan,Gandhinagar,,Semi,No,No,Yes,No,Yes,Yes,No,Yes,No,27000
1114,3BHK,House,Sharing,Family,Raysan,Gandhinagar,,Fully,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,30000
1115,3BHK,House,Sharing,Boys,Kudasan,Gandhinagar,,Semi,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,34000
1116,1BHK,Flat,Full,Family,Sector 6,Gandhinagar,,Fully,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,14000
1117,2BHK,Tenament,Full,Family,Sargasan,Gandhinagar,,Basic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,28000
1118,2BHK,Room,Sharing,Girls,Infocity,Gandhinagar,,Fully,Yes,No,Yes,Yes,No,Yes,No,Yes,No,31000
1119,2BHK,Room,Sharing,Any,Sector 13,Gandhinagar,,Fully,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,13000
1120,2BHK,Flat,Sharing,Any,Sector 6,Gandhinagar,,Fully,No,No,Yes,No,Yes,Yes,Yes,Yes,No,20000
1121,3BHK,Tenament,Full,Family,Sector 5A,Gandhinagar,,Fully,Yes,No,No,No,No,Yes,Yes,Yes,Yes,23000
1122,1BHK,Tenament,Full,Family,Kudasan,Gandhinagar,,Fully,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,13000
1123,2BHK,House,Sharing,Boys,Raysan,Gandhinagar,,Semi,No,Yes,No,Yes,No,Yes,No,Yes,No,26000
1124,1BHK,Tenament,Full,Boys,Vavol,Gandhinagar,,Semi,Yes,No,Yes,Yes,No,Yes,No,Yes,No,8000
1125,3BHK,Room,Full,Any,Sector 2,Gandhinagar,,Fully,No,Yes,Yes,No,No,Yes,No,Yes,Yes,26000
1126,3BHK,Room,Full,Family,Sector 2,Gandhinagar,,Fully,No,Yes,No,No,Yes,Yes,Yes,Yes,No,31000
1127,1BHK,Tenament,Sharing,Girls,Vavol,Gandhinagar,,Basic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,12000
1128,2BHK,House,Sharing,Family,Infocity,Gandhinagar,,Fully,No,Yes,Yes,No,No,Yes,Yes,Yes,No,23000
1129,1BHK,Tenament,Full,Any,Sargasan,Gandhinagar,,Fully,No,Yes,Yes,No,No,Yes,Yes,Yes,No,19000
1130,1BHK,Flat,Sharing,Family,Raysan,Gandhinagar,,Basic,No,No,No,No,No,Yes,No,Yes,No,15000
1131,2BHK,Tenament,Full,Girls,Kudasan,Gandhinagar,,Fully,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,28000
1132,1BHK,House,Sharing,Any,Sector 2,Gandhinagar,,Fully,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,13000
1133,1BHK,Flat,Sharing,Any,Sector 3,Gandhinagar,,Semi,No,No,Yes,Yes,No,Yes,Yes,Yes,No,9000
1134,3BHK,Flat,Sharing,Boys,Sector 5A,Gandhinagar,,Fully,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,27000
1135,3BHK,Flat,Sharing,Girls,Sector 6,Gandhinagar,,Fully,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,24000
1136,2BHK,Room,Full,Any,Vavol,Gandhinagar,,Fully,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,15000
1137,3BHK,House,Full,Family,Sector 13,Gandhinagar,,Basic,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,18000
1138,3BHK,Flat,Sharing,Any,Kudasan,Gandhinagar,,Semi,No,No,Yes,No,Yes,Yes,No,Yes,Yes,33000
1139,2BHK,Room,Full,Girls,Sector 3,Gandhinagar,,Basic,Yes,No,No,Yes,No,Yes,No,Yes,No,15000
1140,3BHK,Room,Full,Boys,Sector 13,Gandhinagar,,Basic,Yes,No,No,No,Yes,Yes,No,Yes,Yes,17000
1141,2BHK,Flat,Sharing,Girls,Sector 13,Gandhinagar,,Basic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,11000
1142,2BHK,House,Full,Family,Kudasan,Gandhinagar,,Semi,No,No,No,No,Yes,Yes,Yes,Yes,Yes,24000
1143,2BHK,Flat,Sharing,Boys,Sector 3,Gandhinagar,,Basic,No,Yes,Yes,No,No,Yes,Yes,Yes,No,12000
1144,1BHK,Tenament,Full,Girls,Vavol,Gandhinagar,,Semi,No,Yes,No,No,No,Yes,Yes,Yes,Yes,11000
1145,2BHK,Room,Sharing,Boys,Sector 2,Gandhinagar,,Basic,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,21000
1146,3BHK,House,Full,Family,Infocity,Gandhinagar,,Basic,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,33000
1147,3BHK,Flat,Sharing,Family,Kudasan,Gandhinagar,,Fully,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,29000
1148,3BHK,Tenament,Full,Any,Sector 3,Gandhinagar,,Semi,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,21000
1149,3BHK,House,Sharing,Any,Sector 5A,Gandhinagar,,Basic,No,Yes,No,Yes,Yes,Yes,No,Yes,No,21000
1150,3BHK,Flat,Full,Any,Raysan,Gandhinagar,,Semi,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,27000
1151,3BHK,Room,Full,Family,Sector 6,Gandhinagar,,Semi,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,26000
1152,3BHK,Tenament,Sharing,Any,Vavol,Gandhinagar,,Basic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,18000
1153,2BHK,Room,Sharing,Boys,Sector 2,Gandhinagar,,Semi,No,No,No,No,Yes,Yes,No,Yes,No,18000
1154,3BHK,House,Sharing,Girls,Sector 13,Gandhinagar,,Semi,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,16000
1155,3BHK,House,Full,Girls,Sector 2,Gandhinagar,,Basic,Yes,No,No,No,No,Yes,No,Yes,Yes,32000
1156,3BHK,House,Full,Girls,Sector 2,Gandhinagar,,Semi,No,No,Yes,Yes,No,Yes,No,Yes,No,27000
1157,3BHK,Room,Full,Boys,Sector 2,Gandhinagar,,Semi,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,29000
1158,3BHK,Flat,Sharing,Family,Sector 13,Gandhinagar,,Semi,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,16000
1159,2BHK,Flat,Full,Any,Sector 13,Gandhinagar,,Basic,No,Yes,No,Yes,No,Yes,Yes,Yes,No,12000
1160,1BHK,Room,Full,Any,Sector 2,Gandhinagar,,Basic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,13000
1161,2BHK,Flat,Full,Boys,Kudasan,Gandhinagar,,Semi,No,No,No,Yes,Yes,Yes,No,Yes,Yes,28000
1162,2BHK,Flat,Full,Any,Sector 2,Gandhinagar,,Semi,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,20000
1163,1BHK,Flat,Sharing,Boys,Raysan,Gandhinagar,,Semi,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,14000
1164,2BHK,Tenament,Sharing,Family,Sector 13,Gandhinagar,,Fully,No,No,Yes,No,Yes,Yes,No,Yes,Yes,11000
1165,1BHK,Tenament,Full,Boys,Sector 2,Gandhinagar,,Basic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,12000
1166,1BHK,Flat,Sharing,Girls,Sector 5A,Gandhinagar,,Basic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,13000
1167,1BHK,Tenament,Sharing,Any,Raysan,Gandhinagar,,Basic,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,15000
1168,1BHK,Flat,Sharing,Any,Vavol,Gandhinagar,,Semi,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,11000
1169,2BHK,Flat,Sharing,Family,Sector 5A,Gandhinagar,,Basic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,14000
1170,1BHK,Flat,Full,Family,Raysan,Gandhinagar,,Basic,No,Yes,No,No,Yes,Yes,Yes,Yes,No,14000
1171,3BHK,Flat,Sharing,Boys,Vavol,Gandhinagar,,Basic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,19000
1172,3BHK,Room,Sharing,Boys,Sector 6,Gandhinagar,,Fully,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,27000
1173,3BHK,Flat,Sharing,Any,Raysan,Gandhinagar,,Fully,No,No,Yes,No,No,Yes,No,Yes,No,30000
1174,2BHK,Flat,Sharing,Girls,Sector 13,Gandhinagar,,Basic,Yes,Yes,No,No,No,Yes,No,Yes,Yes,13000
1175,3BHK,Flat,Sharing,Any,Kudasan,Gandhinagar,,Fully,No,No,Yes,Yes,No,Yes,No,Yes,No,29000
1176,2BHK,House,Full,Boys,Sargasan,Gandhinagar,,Semi,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,23000
1177,3BHK,Room,Full,Family,Sector 5A,Gandhinagar,,Semi,Yes,No,No,No,No,Yes,Yes,Yes,No,21000
1178,2BHK,Room,Full,Girls,Sector 3,Gandhinagar,,Semi,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,15000
1179,1BHK,Flat,Sharing,Any,Sector 3,Gandhinagar,,Semi,No,Yes,No,Yes,No,Yes,Yes,Yes,No,8000
1180,3BHK,Room,Full,Boys,Vavol,Gandhinagar,,Basic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,19000
1181,3BHK,Room,Sharing,Girls,Sector 5A,Gandhinagar,,Basic,No,No,No,No,Yes,Yes,Yes,Yes,No,26000
1182,3BHK,Flat,Full,Any,Infocity,Gandhinagar,,Basic,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,38000
1183,1BHK,House,Sharing,Boys,Sector 6,Gandhinagar,,Semi,Yes,No,No,No,No,Yes,No,Yes,Yes,12000
1184,3BHK,Tenament,Sharing,Any,Sector 5A,Gandhinagar,,Basic,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,26000
1185,3BHK,Flat,Full,Family,Sargasan,Gandhinagar,,Semi,No,No,No,No,Yes,Yes,Yes,Yes,Yes,41000
1186,1BHK,Tenament,Sharing,Any,Vavol,Gandhinagar,,Semi,Yes,No,Yes,Yes,No,Yes,No,Yes,No,11000
1187,2BHK,Flat,Sharing,Girls,Sargasan,Gandhinagar,,Semi,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,27000
1188,3BHK,Room,Full,Girls,Vavol,Gandhinagar,,Fully,Yes,No,No,No,Yes,Yes,No,Yes,No,19000
1189,2BHK,Tenament,Sharing,Any,Infocity,Gandhinagar,,Basic,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,28000
1190,2BHK,House,Full,Boys,Raysan,Gandhinagar,,Semi,No,No,Yes,No,No,Yes,Yes,Yes,No,24000
1191,2BHK,House,Full,Family,Sargasan,Gandhinagar,,Semi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,22000
1192,2BHK,Flat,Full,Girls,Sector 2,Gandhinagar,,Fully,Yes,No,No,No,No,Yes,No,Yes,Yes,24000
1193,3BHK,Flat,Sharing,Girls,Sector 6,Gandhinagar,,Semi,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,28000
1194,3BHK,Flat,Sharing,Boys,Infocity,Gandhinagar,,Basic,No,No,Yes,No,Yes,Yes,Yes,Yes,No,36000
1195,2BHK,Flat,Sharing,Any,Raysan,Gandhinagar,,Fully,No,Yes,Yes,No,No,Yes,No,Yes,Yes,25000
1196,3BHK,House,Full,Girls,Sector 5A,Gandhinagar,,Fully,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,27000
1197,1BHK,Tenament,Sharing,Girls,Sector 3,Gandhinagar,,Fully,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,8000
1198,2BHK,Room,Sharing,Family,Infocity,Gandhinagar,,Fully,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,31000
1199,3BHK,House,Sharing,Family,Sector 2,Gandhinagar,,Fully,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,25000
1200,2BHK,House,Full,Family,Raysan,Gandhinagar,,Basic,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,20000
1201,3BHK,House,Full,Family,Infocity,Gandhinagar,,Basic,No,No,Yes,No,No,Yes,Yes,Yes,No,36000
1202,3BHK,House,Full,Girls,Vavol,Gandhinagar,,Basic,No,No,No,No,No,Yes,Yes,Yes,Yes,22000
1203,2BHK,Tenament,Full,Family,Sector 13,Gandhinagar,,Semi,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,10000
1204,3BHK,House,Sharing,Boys,Kudasan,Gandhinagar,,Fully,No,No,Yes,Yes,Yes,Yes,No,Yes,No,33000
1205,1BHK,House,Full,Girls,Sector 6,Gandhinagar,,Fully,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,15000
1206,1BHK,Room,Full,Family,Vavol,Gandhinagar,,Basic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,10000
1207,1BHK,Flat,Sharing,Family,Vavol,Gandhinagar,,Fully,No,Yes,No,No,No,Yes,No,Yes,Yes,11000
1208,1BHK,House,Sharing,Any,Sargasan,Gandhinagar,,Basic,No,No,No,No,Yes,Yes,No,Yes,Yes,17000
